original_path,new_path,action,file_size_bytes,sha256_before,sha256_after,status,notes
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1915.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1915.jpg,copied,311099,7284dce572a74f4bb2ba6b957248e4430bca94b3efb559c6b33b9e5c7f2c7a32,7284dce572a74f4bb2ba6b957248e4430bca94b3efb559c6b33b9e5c7f2c7a32,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1916.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1916.jpg,copied,177817,1e656f131441da792e913f12254919b80fc8ab354bc079d2415de1f70ecc017e,1e656f131441da792e913f12254919b80fc8ab354bc079d2415de1f70ecc017e,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1917(1).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1917(1).jpg,copied,171178,bde0f0453a1fd6a905fbeb0a7d9b0f5241cd2f2f506b8bffd46584de69e90b45,bde0f0453a1fd6a905fbeb0a7d9b0f5241cd2f2f506b8bffd46584de69e90b45,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1917.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1917.jpg,copied,107239,2468eb172d430b19b99ec6f2865dcfdff566047c2cb60d8c8d341e211119b620,2468eb172d430b19b99ec6f2865dcfdff566047c2cb60d8c8d341e211119b620,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1918.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1918.jpg,copied,106457,7b9332f62db72aa9dfb3a7d533c79730a923b0c42cba9fe95fa30a174c4f6ea9,7b9332f62db72aa9dfb3a7d533c79730a923b0c42cba9fe95fa30a174c4f6ea9,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1919(1).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1919(1).jpg,copied,224389,cc6ddfbe68068318c73dcecdd99e0caa3faeb21433a65aec588b91ce56f333f8,cc6ddfbe68068318c73dcecdd99e0caa3faeb21433a65aec588b91ce56f333f8,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1919.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1919.jpg,copied,154665,1274408bb30e33188a660a081c5f74a7139be9af570279360e732aeb803d4f45,1274408bb30e33188a660a081c5f74a7139be9af570279360e732aeb803d4f45,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1920.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1920.jpg,copied,366723,2c4fba2ef994354ec461e82f65c8a9c21279737bfcfaaf8dec104bfc8a23098e,2c4fba2ef994354ec461e82f65c8a9c21279737bfcfaaf8dec104bfc8a23098e,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1921(1).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1921(1).jpg,copied,250280,7c60b298eb5a6a2b73f34b17d00696975b4920b8f50d3497b252ab7771994523,7c60b298eb5a6a2b73f34b17d00696975b4920b8f50d3497b252ab7771994523,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1921.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1921.jpg,copied,105746,5d89eb6a976714230d53724581c38c06eeddbf5a69f30eaf0d741dfe31e3b6f0,5d89eb6a976714230d53724581c38c06eeddbf5a69f30eaf0d741dfe31e3b6f0,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1922(1).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1922(1).jpg,copied,113906,28da859afcde7686629548857bfc5f044156eb0152d91c961e4e08320ee7fc31,28da859afcde7686629548857bfc5f044156eb0152d91c961e4e08320ee7fc31,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1922.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1922.jpg,copied,102183,395b05e062b929a58c578247f277a3d876cde02eb7c6f95d3a99f0be930f1f97,395b05e062b929a58c578247f277a3d876cde02eb7c6f95d3a99f0be930f1f97,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1923(1).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1923(1).jpg,copied,137306,d301e01214bbb5b4b823510d3c16692131f0af5b1ccf30b8c657525bb826ac9f,d301e01214bbb5b4b823510d3c16692131f0af5b1ccf30b8c657525bb826ac9f,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1923.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1923.jpg,copied,167610,af32487d0b1e0e39df95168653df9856fa79e06c82638cfd63d04170c0f35b02,af32487d0b1e0e39df95168653df9856fa79e06c82638cfd63d04170c0f35b02,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1924(1).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1924(1).jpg,copied,114283,c2fdc390040b1c2889fcafc4ef733495bda6d0a6b7278081f0cf280d9bdd4728,c2fdc390040b1c2889fcafc4ef733495bda6d0a6b7278081f0cf280d9bdd4728,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1924(2).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1924(2).jpg,copied,116872,d982128b83ba2c97e4935b74f06bcd3ae96e279962f294b96b8dc89f764e24a6,d982128b83ba2c97e4935b74f06bcd3ae96e279962f294b96b8dc89f764e24a6,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1924.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1924.jpg,copied,102468,331cd4907e63709fee21a89e58ec5e612225a91aab8cb8759e407bdd7c69de89,331cd4907e63709fee21a89e58ec5e612225a91aab8cb8759e407bdd7c69de89,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1925(1).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1925(1).jpg,copied,96629,b18c83575bbe3a8a43e441cabd1c08406993b03aa1fb5d19c24815133521323e,b18c83575bbe3a8a43e441cabd1c08406993b03aa1fb5d19c24815133521323e,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1925(2).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1925(2).jpg,copied,184551,aa997de0f9bd6f570cb2c5622f4cf68c70569f443ee2139c2235a9c20bc8b8e3,aa997de0f9bd6f570cb2c5622f4cf68c70569f443ee2139c2235a9c20bc8b8e3,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1925.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1925.jpg,copied,100617,5ff5e419413122d46b4621a005d6229a175a7de7609c5643839b2d44c87ee55c,5ff5e419413122d46b4621a005d6229a175a7de7609c5643839b2d44c87ee55c,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1926(1).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1926(1).jpg,copied,114397,dfc65551a7ca985c0409da24f6480c377b790565abad4fe088302b7ff07c4920,dfc65551a7ca985c0409da24f6480c377b790565abad4fe088302b7ff07c4920,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1926.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1926.jpg,copied,189733,f4944a152ab26dfd4063f71144fde4e7aa74ef4fb0c3f5e1101c2d5661587df5,f4944a152ab26dfd4063f71144fde4e7aa74ef4fb0c3f5e1101c2d5661587df5,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1927(1).jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1927(1).jpg,copied,299839,38289b450ff62ff5286ca6da069eb0007de73455eeb3a5671ff545c78ec2f92e,38289b450ff62ff5286ca6da069eb0007de73455eeb3a5671ff545c78ec2f92e,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1927.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Bernard - April 26 - 78 imgs/IMG_1927.jpg,copied,109616,103b53099256ccda9cfe918b8601577b8fae81978c7bace3ae33831877df7cff,103b53099256ccda9cfe918b8601577b8fae81978c7bace3ae33831877df7cff,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Zabala - April 28/Screenshot_20260428_154825_Messages.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Zabala - April 28/Screenshot_20260428_154825_Messages.jpg,copied,134017,f598ee053157c3321e8e6ac6adf979688e446a409f7bf3a5aecd6a373142f9bc,f598ee053157c3321e8e6ac6adf979688e446a409f7bf3a5aecd6a373142f9bc,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Zabala - April 28/Screenshot_20260428_154844_Messages.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Zabala - April 28/Screenshot_20260428_154844_Messages.jpg,copied,55241,33e54806a8f76721a5008fdd1241f179668587636890954ec6aaf3bf9fd482bf,33e54806a8f76721a5008fdd1241f179668587636890954ec6aaf3bf9fd482bf,ok,
data/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Zabala - April 28/Screenshot_20260428_154911_Messages.jpg,data/00_raw_sources/manual_ham_drive/raw/drive_export/THESIS/PRECLEANED/Zabala - April 28/Screenshot_20260428_154911_Messages.jpg,copied,359199,f857d4fb3604a5da41775ee84850c456c957a7f17736883ac99a922d91fb2ff2,f857d4fb3604a5da41775ee84850c456c957a7f17736883ac99a922d91fb2ff2,ok,
