generation,best_fitness,threshold,fitness,weight_extremeness_penalty,mean_recall,min_recall,mean_f1,mean_fnr,max_fnr,mean_fpr,robustness_gap
34,0.7403437089214222,0.3,0.7403437089214222,0.05736106261610985,0.975031605562579,0.9608091024020228,0.9077349506249985,0.024968394437420986,0.039190897597977246,0.1731984829329962,0.02402022756005051
35,0.7403437089214222,0.3,0.7403437089214222,0.05736106261610985,0.975031605562579,0.9608091024020228,0.9077349506249985,0.024968394437420986,0.039190897597977246,0.1731984829329962,0.02402022756005051
36,0.7403437089214222,0.3,0.7403437089214222,0.05736106261610985,0.975031605562579,0.9608091024020228,0.9077349506249985,0.024968394437420986,0.039190897597977246,0.1731984829329962,0.02402022756005051
37,0.7403833551371591,0.3,0.7403833551371591,0.05656813830137253,0.975031605562579,0.9608091024020228,0.9077349506249985,0.024968394437420986,0.039190897597977246,0.1731984829329962,0.02402022756005051
38,0.7405266801131635,0.3,0.7405266801131635,0.05658472329378128,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
39,0.7405266801131635,0.3,0.7405266801131635,0.05658472329378128,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
40,0.7405266801131635,0.3,0.7405266801131635,0.05658472329378128,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
41,0.7405266801131635,0.3,0.7405266801131635,0.05658472329378128,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
42,0.7405266801131635,0.3,0.7405266801131635,0.05658472329378128,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
43,0.7405266801131635,0.3,0.7405266801131635,0.05658472329378128,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
44,0.7405266801131635,0.3,0.7405266801131635,0.05658472329378128,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
45,0.7405558724192648,0.3,0.7405558724192648,0.05600087717175484,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
46,0.7405558724192648,0.3,0.7405558724192648,0.05600087717175484,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
47,0.7405558724192648,0.3,0.7405558724192648,0.05600087717175484,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
48,0.7405558724192648,0.3,0.7405558724192648,0.05600087717175484,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
49,0.7405558724192648,0.3,0.7405558724192648,0.05600087717175484,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
50,0.7405558724192648,0.3,0.7405558724192648,0.05600087717175484,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
51,0.7405558724192648,0.3,0.7405558724192648,0.05600087717175484,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
52,0.7405558724192648,0.3,0.7405558724192648,0.05600087717175484,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
53,0.7405655454744796,0.3,0.7405655454744796,0.05739561468362808,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
54,0.7405655454744796,0.3,0.7405655454744796,0.05739561468362808,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
55,0.7405730376256375,0.3,0.7405730376256375,0.05565757304430008,0.9747155499367889,0.9608091024020228,0.9081101128351516,0.025284450063211124,0.039190897597977246,0.17193426042983564,0.022756005056890016
56,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
57,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
58,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
59,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
60,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
61,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
62,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
63,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
64,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
65,0.7405793778498868,0.3,0.7405793778498868,0.057118967175483704,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
66,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
67,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
